id_empregado,departamento,regiao,educacao,genero,canal_de_recrutamento,n_de_treinamentos,idade,pontuacao_ano_anterior,tempo_de_servico,KPIs >80%,venceu_premiacoes?,pontuacao_media_treinamentos,foi_promovido
51951,Compras,regiao_2,Bacharelado,F,processo seletivo,1,33,3.0,5,1,0,68,0
72369,Analise,regiao_7,,M,outros,1,29,3.0,3,0,0,87,0
13629,Compras,regiao_2,Bacharelado,F,outros,1,40,3.0,5,1,0,75,0
65697,RH,regiao_11,Bacharelado,M,outros,1,32,3.0,6,0,0,51,0
40101,Operacoes,regiao_4,Mestrado & acima,M,processo seletivo,1,27,3.0,2,1,0,58,0
46294,Vendas & Marketing,regiao_11,Bacharelado,F,outros,1,28,4.0,5,1,0,43,0
41342,RH,regiao_22,Mestrado & acima,M,outros,3,31,5.0,4,1,0,50,0
43254,Vendas & Marketing,regiao_2,Bacharelado,M,processo seletivo,2,35,3.0,4,0,0,49,0
26204,RH,regiao_31,Bacharelado,M,processo seletivo,2,32,3.0,7,0,0,52,0
19763,Vendas & Marketing,regiao_25,Bacharelado,M,processo seletivo,1,30,5.0,4,1,0,53,0
19731,Compras,regiao_22,Bacharelado,M,outros,2,30,,1,1,0,74,0
13948,Compras,regiao_2,Mestrado & acima,F,processo seletivo,8,43,4.0,3,1,0,72,0
33802,Compras,regiao_7,Bacharelado,F,processo seletivo,1,26,,1,0,0,69,0
5197,Vendas & Marketing,regiao_29,Mestrado & acima,F,outros,1,31,3.0,4,0,0,52,0
29113,Tecnologia,regiao_26,Bacharelado,M,outros,1,36,4.0,3,1,0,83,1
70158,Analise,regiao_22,Mestrado & acima,M,outros,1,58,4.0,12,0,0,84,0
14043,Operacoes,regiao_15,Bacharelado,F,processo seletivo,1,30,,1,0,0,61,0
29328,Analise,regiao_11,Bacharelado,M,processo seletivo,1,30,3.0,5,1,0,86,0
40306,Operacoes,regiao_19,Bacharelado,M,outros,1,37,4.0,10,1,0,63,0
20349,Vendas & Marketing,regiao_15,Bacharelado,M,outros,3,33,3.0,6,0,0,47,0
75267,Operacoes,regiao_4,Bacharelado,M,processo seletivo,1,28,,1,1,0,59,0
33385,Operacoes,regiao_32,Bacharelado,M,processo seletivo,1,27,3.0,2,0,0,63,0
41561,RH,regiao_22,Mestrado & acima,M,processo seletivo,1,48,3.0,18,0,0,45,0
54902,Tecnologia,regiao_2,Bacharelado,M,processo seletivo,1,41,4.0,7,0,0,78,0
41816,Operacoes,regiao_17,Bacharelado,F,outros,3,26,,1,1,0,57,0
74786,Analise,regiao_32,Bacharelado,M,outros,2,35,5.0,9,1,0,87,0
39797,Analise,regiao_5,Bacharelado,M,outros,1,29,1.0,2,0,0,80,0
45,Vendas & Marketing,regiao_19,Bacharelado,M,outros,1,27,4.0,4,0,0,50,0
78271,Tecnologia,regiao_16,Bacharelado,M,outros,1,30,3.0,2,0,0,76,0
74751,Vendas & Marketing,regiao_15,Bacharelado,M,processo seletivo,1,30,1.0,6,0,0,48,0
29188,RH,regiao_2,Bacharelado,M,outros,1,37,5.0,9,1,0,47,0
59251,Analise,regiao_22,Bacharelado,M,indicacao,1,32,4.0,6,1,0,83,0
68975,Operacoes,regiao_31,Bacharelado,M,outros,1,31,5.0,6,0,0,59,0
21624,Vendas & Marketing,regiao_7,Bacharelado,M,outros,1,34,5.0,9,0,0,43,0
73069,Compras,regiao_5,Bacharelado,F,processo seletivo,1,28,,1,0,0,71,0
20839,Vendas & Marketing,regiao_19,Mestrado & acima,M,processo seletivo,1,35,3.0,7,0,0,48,0
57444,RH,regiao_7,Bacharelado,M,outros,1,36,4.0,4,0,0,50,0
8577,RH,regiao_2,Bacharelado,M,outros,1,41,5.0,3,0,0,50,0
53192,Compras,regiao_20,Bacharelado,M,processo seletivo,1,31,3.0,2,0,0,68,0
17810,Vendas & Marketing,regiao_31,Bacharelado,M,processo seletivo,3,30,4.0,6,0,0,48,0
16578,Legal,regiao_22,Bacharelado,M,outros,1,30,2.0,4,0,0,57,0
49325,Tecnologia,regiao_13,Mestrado & acima,F,outros,1,32,5.0,2,1,0,81,0
12897,Vendas & Marketing,regiao_2,Bacharelado,M,indicacao,1,34,3.0,6,0,0,50,0
26971,Tecnologia,regiao_16,Bacharelado,F,processo seletivo,1,33,4.0,4,1,0,82,0
52547,Vendas & Marketing,regiao_2,,M,outros,1,43,2.0,12,0,0,52,0
74877,Tecnologia,regiao_22,Bacharelado,F,processo seletivo,1,35,3.0,9,0,0,78,0
59078,Tecnologia,regiao_7,Mestrado & acima,M,processo seletivo,2,34,4.0,6,1,0,78,0
48781,Vendas & Marketing,regiao_31,Mestrado & acima,M,processo seletivo,1,36,5.0,5,1,0,43,0
35120,Analise,regiao_15,Mestrado & acima,M,outros,1,34,4.0,2,0,0,83,0
44915,Vendas & Marketing,regiao_7,Bacharelado,M,processo seletivo,1,31,3.0,3,0,0,50,0
21607,Analise,regiao_15,Bacharelado,M,outros,3,31,5.0,4,1,0,82,0
77989,Vendas & Marketing,regiao_1,Mestrado & acima,M,outros,1,32,5.0,4,0,0,54,0
48293,Tecnologia,regiao_2,Bacharelado,F,outros,1,58,1.0,14,0,0,78,0
12500,Vendas & Marketing,regiao_2,Bacharelado,F,processo seletivo,1,26,3.0,3,0,0,46,0
21142,Compras,regiao_2,Mestrado & acima,M,outros,1,36,3.0,2,0,0,71,0
1995,Compras,regiao_27,Bacharelado,M,outros,1,37,3.0,7,0,0,73,0
26065,Vendas & Marketing,regiao_26,Bacharelado,M,outros,1,39,5.0,6,0,0,57,0
74656,Compras,regiao_2,Mestrado & acima,F,processo seletivo,1,41,5.0,4,1,0,67,0
24366,Vendas & Marketing,regiao_15,Bacharelado,M,outros,1,44,5.0,15,1,0,48,0
3516,Operacoes,regiao_16,Mestrado & acima,M,outros,1,46,5.0,20,1,0,59,0
48641,Operacoes,regiao_4,Bacharelado,F,processo seletivo,1,27,,1,0,0,62,0
16391,Financeiro,regiao_8,Bacharelado,M,processo seletivo,1,31,3.0,3,0,0,56,0
40753,Operacoes,regiao_22,Bacharelado,M,outros,1,27,3.0,3,1,0,55,1
28606,Operacoes,regiao_27,Bacharelado,M,processo seletivo,3,33,3.0,2,0,0,57,0
29809,Compras,regiao_25,Bacharelado,F,outros,1,28,3.0,3,0,0,66,0
998,Compras,regiao_15,Bacharelado,F,processo seletivo,1,30,4.0,2,0,0,74,0
38646,Operacoes,regiao_2,,F,outros,1,32,3.0,4,0,0,57,0
70241,Compras,regiao_22,Bacharelado,F,outros,1,31,3.0,6,1,0,72,0
73246,Operacoes,regiao_2,Mestrado & acima,F,processo seletivo,1,36,5.0,7,1,0,56,0
10524,Pesquisa & Desenvolvimento,regiao_8,Bacharelado,M,outros,1,30,4.0,6,0,0,85,0
38834,Vendas & Marketing,regiao_31,Mestrado & acima,F,outros,1,35,5.0,5,1,0,45,0
61028,Vendas & Marketing,regiao_17,Bacharelado,F,outros,1,35,3.0,7,0,0,54,0
68709,Compras,regiao_7,Bacharelado,F,outros,1,25,5.0,2,0,0,74,0
28172,Operacoes,regiao_15,Bacharelado,M,outros,1,40,3.0,9,0,0,60,0
38580,Compras,regiao_27,Bacharelado,M,processo seletivo,1,33,5.0,6,1,0,71,0
43434,Vendas & Marketing,regiao_27,Bacharelado,M,outros,1,27,3.0,3,0,0,49,0
56073,Tecnologia,regiao_13,Bacharelado,F,outros,1,36,4.0,8,1,0,82,0
20579,Legal,regiao_7,Bacharelado,M,processo seletivo,1,55,3.0,17,0,0,60,0
10299,Analise,regiao_9,Bacharelado,M,processo seletivo,2,33,3.0,4,0,0,81,0
78136,Tecnologia,regiao_23,Bacharelado,F,outros,1,29,,1,0,0,78,0
4180,Vendas & Marketing,regiao_2,Bacharelado,F,processo seletivo,1,44,5.0,7,0,0,54,0
39192,Tecnologia,regiao_22,Bacharelado,M,processo seletivo,2,27,3.0,3,0,0,79,0
31206,Compras,regiao_2,Bacharelado,F,processo seletivo,1,43,3.0,6,0,0,64,0
24343,Analise,regiao_32,Bacharelado,M,outros,1,28,3.0,6,0,0,84,0
11135,Vendas & Marketing,regiao_4,Mestrado & acima,F,processo seletivo,1,34,4.0,3,0,0,52,0
66184,Vendas & Marketing,regiao_25,,M,outros,1,32,4.0,7,0,0,44,0
44406,Operacoes,regiao_27,Mestrado & acima,M,outros,1,40,2.0,11,0,0,58,0
58516,Compras,regiao_7,Mestrado & acima,M,processo seletivo,1,38,4.0,6,0,0,69,0
23617,Financeiro,regiao_22,Bacharelado,M,processo seletivo,3,30,2.0,3,0,0,62,0
51497,RH,regiao_2,Bacharelado,F,outros,1,42,1.0,11,0,0,47,0
24837,Tecnologia,regiao_26,Bacharelado,M,outros,1,27,,1,1,0,80,0
324,Financeiro,regiao_7,Bacharelado,M,outros,2,26,3.0,2,1,0,59,0
70023,Tecnologia,regiao_5,Bacharelado,M,outros,1,36,5.0,8,1,0,83,0
18713,Tecnologia,regiao_2,Bacharelado,M,outros,1,59,3.0,7,1,0,80,0
58650,Vendas & Marketing,regiao_28,Bacharelado,M,outros,1,34,5.0,3,1,0,53,0
15020,Compras,regiao_2,Bacharelado,F,processo seletivo,1,39,3.0,4,1,0,68,0
56211,Operacoes,regiao_15,Bacharelado,M,processo seletivo,1,46,4.0,18,0,0,57,0
72308,Operacoes,regiao_27,Bacharelado,F,outros,2,34,3.0,8,1,0,62,0
16795,Compras,regiao_23,Bacharelado,F,outros,1,32,5.0,4,1,0,87,1
76838,Analise,regiao_22,Mestrado & acima,M,processo seletivo,1,43,2.0,16,0,0,84,0
29237,Legal,regiao_22,Bacharelado,M,processo seletivo,1,25,,1,1,0,60,0
67190,Vendas & Marketing,regiao_2,Bacharelado,M,indicacao,1,32,4.0,7,1,0,51,0
58076,Operacoes,regiao_15,Mestrado & acima,F,outros,2,42,3.0,12,0,0,61,0
30978,Operacoes,regiao_2,Bacharelado,M,processo seletivo,1,44,3.0,2,1,0,57,0
4364,Compras,regiao_7,Bacharelado,M,outros,1,39,3.0,6,0,0,70,0
28727,Operacoes,regiao_2,Bacharelado,F,processo seletivo,1,36,4.0,3,0,0,58,0
14626,Operacoes,regiao_4,Bacharelado,M,processo seletivo,1,36,5.0,10,0,0,54,0
21780,Vendas & Marketing,regiao_13,Mestrado & acima,M,outros,2,35,1.0,4,0,0,50,0
32742,Legal,regiao_27,Bacharelado,M,processo seletivo,1,29,3.0,2,0,0,60,0
56022,Compras,regiao_2,Bacharelado,F,outros,1,51,3.0,11,1,1,96,1
28720,Compras,regiao_2,Bacharelado,F,processo seletivo,1,39,3.0,10,1,0,68,1
13849,Operacoes,regiao_30,Bacharelado,M,processo seletivo,1,31,3.0,4,0,0,60,0
46075,Analise,regiao_31,Bacharelado,M,outros,2,31,5.0,5,1,0,83,0
31103,Financeiro,regiao_22,Bacharelado,F,processo seletivo,1,27,,1,1,1,61,0
35874,Vendas & Marketing,regiao_2,Mestrado & acima,M,outros,1,39,3.0,7,1,0,45,0
17588,Vendas & Marketing,regiao_7,Bacharelado,M,processo seletivo,1,46,5.0,2,1,0,47,0
45902,Operacoes,regiao_30,Bacharelado,M,outros,1,30,2.0,9,1,0,57,0
31901,Vendas & Marketing,regiao_28,Mestrado & acima,M,processo seletivo,1,31,1.0,4,0,1,50,0
54066,Operacoes,regiao_22,Bacharelado,F,processo seletivo,1,26,,1,1,0,58,0
50246,Financeiro,regiao_2,Mestrado & acima,M,outros,1,57,4.0,28,0,0,58,0
58327,Compras,regiao_27,Mestrado & acima,M,outros,1,42,5.0,12,1,0,69,1
14272,Vendas & Marketing,regiao_4,Bacharelado,M,outros,1,37,1.0,7,1,0,50,1
42431,Financeiro,regiao_31,Bacharelado,M,processo seletivo,1,28,5.0,3,1,0,61,0
45192,RH,regiao_2,Bacharelado,M,outros,1,60,3.0,7,0,0,53,0
42574,Tecnologia,regiao_1,Bacharelado,F,outros,1,29,1.0,8,0,0,80,0
67692,Tecnologia,regiao_7,Mestrado & acima,F,outros,1,51,1.0,4,1,0,79,0
25342,Operacoes,regiao_11,Bacharelado,F,outros,1,30,3.0,4,0,0,61,0
8301,Tecnologia,regiao_24,Bacharelado,M,processo seletivo,1,27,1.0,2,0,0,74,0
77151,Tecnologia,regiao_2,Mestrado & acima,M,outros,2,41,4.0,8,0,0,77,0
61890,Compras,regiao_2,Bacharelado,F,outros,1,31,3.0,6,1,0,68,0
8703,Vendas & Marketing,regiao_7,Mestrado & acima,M,processo seletivo,1,44,3.0,4,1,0,54,1
71190,Compras,regiao_11,Bacharelado,F,processo seletivo,1,30,3.0,5,1,0,73,0
57631,Operacoes,regiao_4,Mestrado & acima,F,outros,1,35,2.0,8,0,0,56,0
53995,RH,regiao_2,Bacharelado,F,outros,1,38,2.0,13,0,0,49,0
19681,Vendas & Marketing,regiao_2,Bacharelado,M,outros,5,25,1.0,3,0,0,44,0
21412,Tecnologia,regiao_33,Bacharelado,M,processo seletivo,1,28,3.0,4,0,0,79,0
66556,Tecnologia,regiao_8,Mestrado & acima,M,outros,1,35,5.0,8,1,0,80,0
2589,Vendas & Marketing,regiao_26,Bacharelado,M,outros,1,29,5.0,3,1,0,52,0
54904,Analise,regiao_21,Mestrado & acima,M,processo seletivo,1,37,3.0,9,0,0,82,0
10417,Legal,regiao_2,Bacharelado,M,processo seletivo,1,31,5.0,6,0,0,58,0
71952,Operacoes,regiao_7,Mestrado & acima,F,processo seletivo,1,38,3.0,9,1,0,57,0
74927,Vendas & Marketing,regiao_7,Bacharelado,M,processo seletivo,1,41,3.0,3,0,0,46,0
10801,RH,regiao_2,Mestrado & acima,F,processo seletivo,1,48,3.0,5,0,0,53,0
36525,Operacoes,regiao_15,Mestrado & acima,F,outros,1,33,3.0,3,0,0,61,0
26400,Operacoes,regiao_7,Bacharelado,M,outros,1,33,3.0,7,1,0,60,0
7771,Operacoes,regiao_15,Bacharelado,M,outros,1,35,5.0,7,1,0,60,0
78172,Financeiro,regiao_25,Bacharelado,M,processo seletivo,1,31,3.0,2,0,0,77,1
11015,Compras,regiao_2,Bacharelado,M,outros,1,41,3.0,12,1,0,67,0
43016,Operacoes,regiao_31,Bacharelado,M,processo seletivo,1,29,1.0,6,0,0,60,0
51104,Vendas & Marketing,regiao_16,Bacharelado,F,processo seletivo,1,30,,1,0,0,51,0
25958,Vendas & Marketing,regiao_23,Bacharelado,M,outros,1,29,4.0,2,1,0,53,0
28413,Operacoes,regiao_22,Mestrado & acima,M,outros,1,31,3.0,5,1,1,58,0
60520,Operacoes,regiao_31,Bacharelado,M,processo seletivo,1,30,2.0,4,0,0,58,0
22169,RH,regiao_22,Mestrado & acima,M,outros,1,34,3.0,2,1,1,49,0
52545,Vendas & Marketing,regiao_4,Bacharelado,M,outros,2,32,5.0,7,1,0,52,0
57625,Operacoes,regiao_7,Abaixo do ensino medio,M,outros,1,25,,1,1,0,62,1
72961,Financeiro,regiao_2,Bacharelado,M,outros,2,25,,1,0,0,60,0
39032,Analise,regiao_14,Bacharelado,M,outros,1,36,1.0,7,0,0,84,0
30348,Vendas & Marketing,regiao_16,Bacharelado,M,processo seletivo,1,52,5.0,2,0,0,51,0
75672,Analise,regiao_32,Bacharelado,M,outros,1,28,2.0,2,0,0,87,0
25424,Vendas & Marketing,regiao_22,Bacharelado,M,processo seletivo,1,28,4.0,2,1,0,49,0
59948,Analise,regiao_32,Bacharelado,M,processo seletivo,1,24,3.0,2,0,0,91,0
37065,Financeiro,regiao_2,Mestrado & acima,M,outros,1,44,3.0,18,1,0,57,0
20942,Operacoes,regiao_4,Bacharelado,M,outros,1,28,5.0,3,1,0,58,0
1237,Vendas & Marketing,regiao_25,Bacharelado,M,processo seletivo,2,27,3.0,3,0,0,49,0
19068,RH,regiao_31,Bacharelado,M,outros,1,24,1.0,3,0,0,50,0
69283,Compras,regiao_2,Bacharelado,M,processo seletivo,1,42,4.0,14,0,0,69,0
42326,Vendas & Marketing,regiao_21,Mestrado & acima,M,processo seletivo,1,26,,1,0,0,48,0
37985,Analise,regiao_22,Bacharelado,M,processo seletivo,1,28,5.0,6,1,0,84,1
41833,RH,regiao_2,Bacharelado,M,outros,1,26,2.0,3,0,0,50,0
49350,Vendas & Marketing,regiao_22,Bacharelado,M,processo seletivo,1,30,1.0,4,0,0,52,0
57025,RH,regiao_28,Mestrado & acima,M,outros,1,38,4.0,9,0,0,51,0
67925,Analise,regiao_28,Mestrado & acima,M,outros,1,32,3.0,7,0,0,83,0
9007,Vendas & Marketing,regiao_2,Bacharelado,F,outros,1,56,5.0,9,0,0,55,0
55759,Vendas & Marketing,regiao_8,Bacharelado,M,outros,1,27,3.0,3,0,0,81,1
64697,Analise,regiao_22,Bacharelado,F,processo seletivo,1,34,5.0,7,0,0,88,0
515,Compras,regiao_4,Bacharelado,M,processo seletivo,1,31,3.0,7,0,0,65,0
59366,RH,regiao_22,Bacharelado,F,indicacao,1,26,5.0,3,0,0,53,0
40785,Vendas & Marketing,regiao_2,,M,outros,1,41,4.0,13,0,0,46,0
13510,Compras,regiao_7,Mestrado & acima,F,processo seletivo,1,36,4.0,8,0,0,64,0
60120,Tecnologia,regiao_31,Bacharelado,M,outros,3,24,3.0,2,1,0,79,0
55968,Tecnologia,regiao_2,Bacharelado,F,outros,1,30,3.0,6,0,0,79,0
60848,Vendas & Marketing,regiao_28,Bacharelado,M,outros,1,28,,1,0,0,49,0
48014,Operacoes,regiao_7,Mestrado & acima,M,processo seletivo,1,37,5.0,10,1,0,62,0
11207,Financeiro,regiao_22,Bacharelado,M,processo seletivo,1,25,3.0,2,1,0,58,0
1499,Vendas & Marketing,regiao_25,Mestrado & acima,M,outros,1,35,4.0,6,1,0,46,1
34732,Tecnologia,regiao_1,Bacharelado,M,processo seletivo,1,30,3.0,4,1,0,78,0
50141,Compras,regiao_2,Bacharelado,F,indicacao,1,37,5.0,2,1,0,68,1
20198,Compras,regiao_13,Mestrado & acima,F,outros,2,37,4.0,8,0,0,69,0
29044,Operacoes,regiao_11,Mestrado & acima,M,outros,1,38,2.0,7,0,0,62,0
19043,Vendas & Marketing,regiao_26,Bacharelado,M,processo seletivo,1,33,5.0,6,0,0,53,0
32498,Operacoes,regiao_12,Bacharelado,F,processo seletivo,1,34,4.0,6,0,0,63,0
22868,Operacoes,regiao_26,Bacharelado,M,outros,2,28,3.0,6,0,0,57,0
2536,Tecnologia,regiao_26,Bacharelado,M,outros,1,40,3.0,7,0,0,81,0
75839,Operacoes,regiao_7,Bacharelado,M,processo seletivo,1,35,5.0,9,1,0,60,0
74460,Vendas & Marketing,regiao_7,,M,outros,1,24,,1,0,0,49,0
62149,Analise,regiao_7,Bacharelado,M,processo seletivo,2,29,5.0,6,1,0,80,0
31671,Operacoes,regiao_7,Bacharelado,F,outros,1,28,2.0,3,0,0,58,0
42149,Operacoes,regiao_7,Bacharelado,M,outros,1,54,3.0,2,0,0,60,0
46199,Financeiro,regiao_22,Bacharelado,M,outros,1,28,,1,0,0,64,0
15668,Operacoes,regiao_2,Mestrado & acima,M,processo seletivo,1,42,3.0,14,1,0,61,1
77431,Operacoes,regiao_4,Bacharelado,F,outros,1,37,1.0,7,0,0,62,0
16982,Tecnologia,regiao_7,Mestrado & acima,M,outros,1,37,3.0,5,0,0,78,0
8467,Tecnologia,regiao_26,Bacharelado,M,processo seletivo,1,29,5.0,5,1,0,79,1
23882,Compras,regiao_7,Bacharelado,F,outros,1,32,4.0,6,0,0,68,0
33580,Tecnologia,regiao_2,Bacharelado,M,indicacao,1,55,5.0,13,0,0,79,0
78081,Vendas & Marketing,regiao_7,,M,outros,2,24,3.0,3,0,0,48,0
71353,Vendas & Marketing,regiao_7,Mestrado & acima,F,processo seletivo,1,45,4.0,12,1,0,49,0
70733,Analise,regiao_8,Bacharelado,M,outros,1,28,3.0,4,1,0,86,1
61265,Compras,regiao_31,Bacharelado,F,processo seletivo,2,34,3.0,6,0,0,72,0
35574,Analise,regiao_7,,M,outros,1,26,5.0,2,1,0,85,0
47724,Vendas & Marketing,regiao_31,Mestrado & acima,M,outros,1,38,3.0,12,0,0,49,0
21701,Tecnologia,regiao_7,Mestrado & acima,M,processo seletivo,1,37,5.0,10,1,0,80,0
465,Legal,regiao_13,Mestrado & acima,M,processo seletivo,1,36,3.0,4,0,0,66,0
2964,Compras,regiao_24,Bacharelado,F,outros,1,28,,1,0,0,72,0
42239,Tecnologia,regiao_26,Mestrado & acima,M,outros,1,39,5.0,13,1,0,78,0
21679,Vendas & Marketing,regiao_21,Bacharelado,M,outros,1,34,5.0,8,0,0,48,0
24660,Tecnologia,regiao_8,Bacharelado,F,processo seletivo,1,32,,1,0,0,83,0
5061,Compras,regiao_20,Bacharelado,M,outros,2,37,3.0,5,0,0,70,0
12006,Compras,regiao_2,Mestrado & acima,F,processo seletivo,1,57,5.0,27,0,0,69,0
40915,Operacoes,regiao_21,Bacharelado,M,outros,1,39,3.0,6,0,0,59,0
54043,Vendas & Marketing,regiao_2,Bacharelado,F,outros,1,50,2.0,12,0,0,52,0
9544,Vendas & Marketing,regiao_15,Bacharelado,M,processo seletivo,1,29,2.0,5,0,0,51,0
15500,Operacoes,regiao_2,Mestrado & acima,F,outros,1,35,4.0,8,1,0,54,0
17593,Tecnologia,regiao_31,Bacharelado,M,processo seletivo,1,30,4.0,3,1,0,91,1
61635,Vendas & Marketing,regiao_2,Bacharelado,M,indicacao,1,35,4.0,7,1,0,52,0
59712,Tecnologia,regiao_28,Bacharelado,M,outros,1,27,3.0,2,0,0,82,0
35462,Legal,regiao_27,Bacharelado,M,outros,1,32,3.0,4,0,0,57,0
69058,Compras,regiao_17,Mestrado & acima,F,outros,1,52,5.0,11,1,0,75,0
12310,Vendas & Marketing,regiao_22,Bacharelado,F,processo seletivo,2,24,,1,0,0,49,0
13750,Vendas & Marketing,regiao_26,Bacharelado,M,outros,4,29,1.0,6,0,0,51,0
37918,Vendas & Marketing,regiao_7,Mestrado & acima,M,processo seletivo,1,38,3.0,10,0,1,46,0
58732,Operacoes,regiao_2,Bacharelado,F,processo seletivo,1,44,4.0,7,1,0,61,1
3219,Operacoes,regiao_32,Bacharelado,F,processo seletivo,1,31,3.0,5,0,0,58,0
13574,Operacoes,regiao_14,Bacharelado,M,processo seletivo,2,34,5.0,2,1,0,59,0
6903,Pesquisa & Desenvolvimento,regiao_2,Bacharelado,M,outros,1,32,3.0,4,0,0,85,0
1347,Vendas & Marketing,regiao_22,Bacharelado,M,processo seletivo,1,38,3.0,12,0,0,50,0
32707,Operacoes,regiao_15,Bacharelado,M,processo seletivo,1,31,5.0,5,1,0,60,0
9598,Vendas & Marketing,regiao_16,Bacharelado,M,outros,1,52,3.0,7,0,0,49,0
891,Vendas & Marketing,regiao_15,Mestrado & acima,M,outros,1,48,4.0,16,0,0,51,0
29132,Analise,regiao_26,Bacharelado,M,outros,1,41,3.0,15,0,0,80,0
67697,Vendas & Marketing,regiao_7,,M,processo seletivo,1,27,3.0,3,0,0,51,0
3460,Operacoes,regiao_15,Bacharelado,F,outros,1,30,5.0,4,1,0,64,0
11223,Analise,regiao_7,,M,outros,1,29,5.0,4,1,1,86,1
1013,Analise,regiao_22,,M,processo seletivo,2,27,5.0,1,1,0,82,0
62988,Compras,regiao_2,Mestrado & acima,M,outros,1,37,5.0,5,1,0,71,0
3064,Compras,regiao_2,Bacharelado,M,outros,1,28,3.0,8,0,0,70,0
33144,Operacoes,regiao_15,Bacharelado,M,indicacao,1,38,3.0,9,0,0,62,0
70448,Analise,regiao_4,Bacharelado,M,outros,1,27,3.0,3,1,0,87,0
73443,Compras,regiao_4,Mestrado & acima,F,outros,1,35,2.0,9,0,0,73,0
66322,Tecnologia,regiao_22,Mestrado & acima,M,outros,2,33,5.0,5,1,0,77,0
43827,Operacoes,regiao_4,Mestrado & acima,F,outros,1,45,3.0,14,0,0,63,0
1244,Operacoes,regiao_16,Mestrado & acima,M,processo seletivo,1,38,3.0,7,0,0,62,0
35118,Analise,regiao_22,Bacharelado,M,processo seletivo,1,32,1.0,7,0,0,83,0
69034,Vendas & Marketing,regiao_27,Bacharelado,M,processo seletivo,1,27,4.0,1,1,0,51,0
44474,Tecnologia,regiao_25,Mestrado & acima,F,processo seletivo,1,33,2.0,5,0,0,77,0
45540,Vendas & Marketing,regiao_22,Mestrado & acima,M,processo seletivo,1,31,1.0,4,0,0,53,0
12961,Analise,regiao_27,Bacharelado,M,outros,2,28,,1,0,0,87,0
48035,Operacoes,regiao_10,Mestrado & acima,M,outros,2,38,3.0,7,0,0,63,0
2146,Compras,regiao_2,Bacharelado,M,outros,2,38,5.0,3,1,0,67,0
46170,Operacoes,regiao_13,Mestrado & acima,F,outros,1,35,1.0,5,1,0,61,0
48343,Vendas & Marketing,regiao_7,Mestrado & acima,M,outros,1,47,1.0,6,0,0,48,0
6348,Vendas & Marketing,regiao_28,Bacharelado,M,outros,1,29,5.0,5,1,0,49,0
41328,Analise,regiao_7,Bacharelado,F,processo seletivo,1,29,3.0,2,1,0,86,0
19311,Vendas & Marketing,regiao_19,Bacharelado,M,outros,1,35,4.0,8,0,0,49,0
39499,Analise,regiao_2,Mestrado & acima,M,processo seletivo,1,35,2.0,3,1,0,85,0
51718,Compras,regiao_2,Bacharelado,M,outros,1,26,1.0,3,0,0,66,0
5017,Operacoes,regiao_2,Bacharelado,F,processo seletivo,1,38,4.0,9,0,0,60,0
62453,Vendas & Marketing,regiao_7,Bacharelado,M,processo seletivo,1,31,2.0,5,0,0,44,0
67954,Vendas & Marketing,regiao_31,,M,outros,1,26,4.0,5,0,0,48,0
40218,Vendas & Marketing,regiao_15,Bacharelado,M,outros,1,32,1.0,9,0,0,48,0
41706,Vendas & Marketing,regiao_15,Bacharelado,F,processo seletivo,1,29,,1,1,0,52,0
45515,Vendas & Marketing,regiao_16,Bacharelado,F,processo seletivo,1,39,3.0,10,0,0,65,1
65542,Operacoes,regiao_2,Mestrado & acima,M,outros,2,46,3.0,11,0,0,62,0
39939,Operacoes,regiao_5,Bacharelado,M,processo seletivo,1,47,3.0,6,0,0,65,0
26275,Operacoes,regiao_4,Mestrado & acima,F,processo seletivo,1,41,1.0,10,0,0,55,0
47342,Operacoes,regiao_22,Bacharelado,F,outros,2,29,5.0,5,1,0,62,0
6422,Vendas & Marketing,regiao_7,Bacharelado,M,outros,1,41,3.0,6,1,0,50,0
54766,Operacoes,regiao_2,Mestrado & acima,M,outros,1,52,2.0,11,0,0,61,0
42020,Operacoes,regiao_15,Bacharelado,M,outros,1,33,4.0,2,0,0,64,0
57488,RH,regiao_7,Mestrado & acima,M,processo seletivo,1,35,3.0,2,0,0,49,0
23157,Financeiro,regiao_2,Bacharelado,M,processo seletivo,1,27,4.0,3,1,0,61,0
55247,Vendas & Marketing,regiao_16,,M,outros,2,33,1.0,2,0,0,51,0
41556,Compras,regiao_17,Mestrado & acima,F,outros,1,42,4.0,14,0,0,70,0
56727,Vendas & Marketing,regiao_30,Bacharelado,M,outros,1,35,3.0,3,0,0,54,0
47119,Pesquisa & Desenvolvimento,regiao_7,Bacharelado,M,processo seletivo,1,32,1.0,7,0,0,85,0
36123,Compras,regiao_11,Bacharelado,F,outros,1,34,1.0,10,0,0,71,0
3721,Tecnologia,regiao_7,Bacharelado,M,outros,1,47,5.0,5,1,0,80,0
29524,Analise,regiao_23,Bacharelado,M,outros,2,29,5.0,2,1,0,88,0
33858,Vendas & Marketing,regiao_2,Bacharelado,F,processo seletivo,1,45,3.0,5,0,0,45,0
29381,Tecnologia,regiao_7,Bacharelado,M,outros,1,37,4.0,7,0,0,81,0
54281,Vendas & Marketing,regiao_7,Bacharelado,F,processo seletivo,2,31,4.0,9,1,0,46,0
28287,Tecnologia,regiao_29,Bacharelado,M,outros,1,28,,1,1,0,80,0
